1,1905
2,1568
258,1
3,1147
4,943
5,705
6,539
7,503
8,411
9,364
10,268
11,265
12,235
13,211
14,167
15,163
271,1
16,153
17,121
18,100
274,1
19,91
20,95
21,94
22,95
23,95
24,67
25,56
26,45
27,47
28,47
29,47
30,40
31,38
32,46
33,41
34,29
35,29
36,28
37,22
38,30
39,20
40,24
41,17
42,26
43,30
44,24
45,17
46,25
47,27
48,19
49,13
50,13
51,13
52,13
53,8
54,10
55,12
311,1
56,11
312,1
57,7
58,12
59,8
60,6
61,5
62,8
63,15
64,9
65,12
66,4
67,12
68,5
69,9
70,4
326,1
71,2
72,3
73,4
74,4
75,7
76,6
77,7
78,2
79,6
80,8
81,5
82,4
83,8
84,5
85,5
86,12
87,3
88,5
89,4
90,3
91,4
92,4
93,1
94,4
95,2
96,1
97,5
98,1
99,5
100,4
101,1
102,3
103,6
104,2
105,3
106,6
107,5
108,4
109,1
110,4
111,1
113,1
114,1
115,5
116,1
117,3
119,2
120,1
121,1
122,1
123,1
124,3
125,2
126,1
127,1
128,1
129,3
130,1
131,3
132,2
133,1
134,3
135,3
136,1
139,3
140,2
141,2
142,1
143,1
144,1
146,2
147,2
150,1
152,3
154,1
156,2
158,1
159,2
160,2
161,1
162,3
163,1
165,1
167,2
168,1
170,1
174,1
178,2
180,1
188,1
189,1
194,1
197,1
202,1
206,1
207,1
212,1
215,1
218,1
220,1
221,1
227,1
230,1
232,1
236,1
239,1
246,1
254,1
